State,Poll,Source,Start Date,End Date,Sample Size,Sample Type,MoE,Biden,Trump
National,FOX News,https://www.foxnews.com/politics/fox-news-poll-march-21-24-2020,2020-03-21 00:00:00,2020-03-24 00:00:00,1011,RV,3.0,49.0,40.0
National,Monmouth,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_us_032420/,2020-03-18 00:00:00,2020-03-22 00:00:00,754,RV,3.6,48.0,45.0
National,Emerson,https://emersonpolling.reportablenews.com/pr/march-national-poll-70-of-americans-worried-about-catching-coronavirus,2020-03-18 00:00:00,2020-03-19 00:00:00,1100,RV,2.9,53.0,47.0
National,Economist/YouGov,https://docs.cdn.yougov.com/fcdckgt368/econTabReport.pdf,2020-03-15 00:00:00,2020-03-17 00:00:00,1129,RV,3.5,48.0,41.0
National,NBC News/Wall St. Jrnl,https://www.documentcloud.org/documents/6810602-200149-NBCWSJ-March-Poll-Final-3-14-20-Release.html,2020-03-11 00:00:00,2020-03-13 00:00:00,900,RV,3.3,52.0,43.0
National,Economist/YouGov,https://docs.cdn.yougov.com/vrbl9mmctz/econTabReport.pdf,2020-03-08 00:00:00,2020-03-10 00:00:00,1191,RV,2.9,47.0,43.0
National,CNN,https://cdn.cnn.com/cnn/2020/images/03/09/rel2a.-.2020.pdf,2020-03-04 00:00:00,2020-03-07 00:00:00,1084,RV,3.5,53.0,43.0
National,Quinnipiac,https://poll.qu.edu/national/release-detail?ReleaseID=3657,2020-03-05 00:00:00,2020-03-08 00:00:00,1261,RV,2.8,52.0,41.0
National,Harvard-Harris,https://mcusercontent.com/ca678077bc522bd7bd74bacbf/files/6677acd8-4be1-4a78-92e1-dbbd51036f1d/HHP_Feb20.pdf,2020-02-26 00:00:00,2020-02-28 00:00:00,2592,RV,,55.0,45.0
National,IBD/TIPP,https://www.investors.com/bernie-sanders-leads-joe-biden-super-tuesday-march-2020-ibd-tipp-poll/,2020-02-20 00:00:00,2020-02-29 00:00:00,839,RV,3.5,49.0,46.0
National,FOX News,https://www.foxnews.com/politics/fox-news-poll-february-23-26-2020,2020-02-23 00:00:00,2020-02-26 00:00:00,1000,RV,3.0,49.0,41.0
National,CBS News/YouGov,https://drive.google.com/file/d/1OpQxzzYY4MXgQMfo2j_XicB_tEUtt7eI/view,2020-02-20 00:00:00,2020-02-22 00:00:00,10000,RV,1.2,47.0,45.0
National,ABC News/Wash Post,https://www.langerresearch.com/wp-content/uploads/1211a12020Politics.pdf,2020-02-14 00:00:00,2020-02-17 00:00:00,913,RV,4.0,52.0,45.0
National,Emerson,https://emersonpolling.reportablenews.com/pr/february-national-poll-sanders-takes-the-lead-for-democratic-nomination-bloomberg-on-the-rise,2020-02-16 00:00:00,2020-02-18 00:00:00,1250,RV,2.7,48.0,52.0
National,NBC News/Wall St. Jrnl,https://www.documentcloud.org/documents/6779408-200085-NBCWSJ-February-Poll.html,2020-02-14 00:00:00,2020-02-17 00:00:00,900,RV,3.3,52.0,44.0
National,NPR/PBS/Marist,http://maristpoll.marist.edu/wp-content/uploads/2020/02/UPDATED_Tuesday-Release_NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_2002171446.pdf,2020-02-13 00:00:00,2020-02-16 00:00:00,1164,RV,3.7,50.0,44.0
National,Quinnipiac,https://poll.qu.edu/national/release-detail?ReleaseID=3655,2020-02-05 00:00:00,2020-02-09 00:00:00,1519,RV,2.5,50.0,43.0
National,NBC News/Wall St. Jrnl,https://www.nbcnews.com/politics/meet-the-press/nbc-wsj-poll-country-remains-divided-over-trump-s-impeachment-n1128326,2020-01-26 00:00:00,2020-01-29 00:00:00,1000,RV,3.1,50.0,44.0
National,IBD/TIPP,https://www.investors.com/politics/trump-impeachment-trial-americans-oppose-removal-ibd-tipp/,2020-01-23 00:00:00,2020-01-30 00:00:00,856,RV,3.3,49.0,48.0
National,Emerson,https://emersonpolling.reportablenews.com/pr/national-2020-biden-and-sanders-battle-in-two-way-race-for-democratic-nomination,2020-01-21 00:00:00,2020-01-23 00:00:00,1128,RV,2.8,50.0,50.0
National,ABC News/Wash Post,https://www.washingtonpost.com/politics/trump-begins-reelection-year-more-competitive-against-democrats-than-he-was-three-months-ago-post-abc-poll-finds/2020/01/26/e5718616-3fc7-11ea-baca-eb7ace0a3455_story.html,2020-01-20 00:00:00,2020-01-23 00:00:00,880,RV,4.0,50.0,46.0
National,LA Times/USC,https://www.latimes.com/politics/story/2020-01-31/joe-biden-holds-lead-in-national-poll-is-it-a-firewall-against-iowa-new-hampshire-losses,2020-01-15 00:00:00,2020-01-28 00:00:00,4869,RV,2.0,49.0,40.0
National,FOX News,https://www.foxnews.com/politics/fox-news-poll-record-economy-ratings-as-half-say-senate-should-remove-trump,2020-01-19 00:00:00,2020-01-22 00:00:00,1005,RV,3.0,50.0,41.0
National,CNN,https://cdn.cnn.com/cnn/2020/images/01/22/rel1b.-.2020.pdf,2020-01-16 00:00:00,2020-01-19 00:00:00,1051,RV,3.6,53.0,44.0
National,IBD/TIPP,https://www.investors.com/politics/trump-impeachment-support-dips-americans-back-trump-on-iran-economy/,2020-01-03 00:00:00,2020-01-11 00:00:00,846,RV,3.3,48.0,46.0
National,Emerson,https://emersonpolling.reportablenews.com/pr/december-national-poll-biden-and-sanders-pull-away-from-the-pack-as-warren-falls,2020-12-15 00:00:00,2020-12-17 00:00:00,1222,RV,2.7,52.0,48.0
National,CNN,"https://cdn.cnn.com/cnn/2019/images/12/20/rel14c.-.economy,.general.election.pdf",2020-12-12 00:00:00,2020-12-15 00:00:00,888,RV,4.0,49.0,44.0
National,USA Today/Suffolk,https://www.usatoday.com/story/news/politics/elections/2019/12/16/trump-impeachment-2020-election-leads-democratic-rivals/2663659001/,2020-12-10 00:00:00,2020-12-14 00:00:00,1000,RV,3.0,41.0,44.0
National,IBD/TIPP,https://www.investors.com/news/joe-biden-leads-democrats-president-trump-tops-elizabeth-warren-bernie-sanders-ibd-tipp-poll/,2020-12-05 00:00:00,2020-12-14 00:00:00,849,RV,3.5,50.0,45.0
National,FOX News,https://www.foxnews.com/politics/fox-news-poll-results-december-8-11-2019,2020-12-08 00:00:00,2020-12-11 00:00:00,1000,RV,3.0,48.0,41.0
National,Quinnipiac,https://poll.qu.edu/national/release-detail?ReleaseID=3651,2020-12-04 00:00:00,2020-12-09 00:00:00,1553,RV,2.5,51.0,42.0
National,SurveyUSA,http://www.surveyusa.com/client/PollReport.aspx?g=5128ee79-1b59-4146-bf80-54906bb24d4b,2020-11-20 00:00:00,2020-11-21 00:00:00,3850,RV,1.7,52.0,39.0
National,Emerson,https://emersonpolling.reportablenews.com/pr/november-national-poll-support-for-impeachment-declines-biden-and-sanders-lead-democratic-primary,2020-11-17 00:00:00,2020-11-20 00:00:00,1092,RV,2.9,49.0,51.0
National,NBC News/Wall St. Jrnl,https://www.documentcloud.org/documents/6538104-19433-NBCWSJ-Late-October-Poll.html,2020-10-27 00:00:00,2020-10-30 00:00:00,720,RV,3.7,50.0,41.0
National,ABC News/Wash Post,https://www.washingtonpost.com/politics/trump-trails-democratic-rivals-in-national-survey-as-independents-move-away/2019/11/04/e068afac-ff38-11e9-9518-1e76abc088b6_story.html,2020-10-27 00:00:00,2020-10-30 00:00:00,876,RV,4.0,56.0,39.0
National,FOX News,https://www.foxnews.com/politics/fox-news-poll-biden-leads-nomination-race-tops-trump-by-12-points-in-matchup,2020-10-27 00:00:00,2020-10-30 00:00:00,1040,RV,3.0,51.0,39.0
National,IBD/TIPP,https://www.investors.com/news/joe-biden-leads-elizabeth-warren-both-beat-trump-2020-election-ibd-tipp/,2020-10-24 00:00:00,2020-10-31 00:00:00,863,RV,3.5,53.0,43.0
National,Emerson,https://emersonpolling.reportablenews.com/pr/october-national-poll-biden-sanders-warren-maintain-front-runner-status-in-democratic-primary,2020-10-18 00:00:00,2020-10-21 00:00:00,1000,RV,3.0,51.0,49.0
National,CNN,https://cdn.cnn.com/cnn/2019/images/10/22/rel12b.-.2020.pdf,2020-10-17 00:00:00,2020-10-20 00:00:00,892,RV,4.0,53.0,43.0
National,SurveyUSA,http://www.surveyusa.com/client/PollReport.aspx?g=be45282e-0f2b-4aea-9431-c8dd46a3082f,2020-10-15 00:00:00,2020-10-16 00:00:00,3080,RV,2.1,52.0,41.0
National,FOX News,https://www.scribd.com/document/429686638/Fox-News-Poll-October-6-8-2019,2020-10-06 00:00:00,2020-10-08 00:00:00,1003,RV,3.0,50.0,40.0
National,Quinnipiac,https://poll.qu.edu/national/release-detail?ReleaseID=3643,2020-10-04 00:00:00,2020-10-07 00:00:00,1483,RV,3.1,51.0,40.0
National,IBD/TIPP,https://www.investors.com/politics/americans-back-trump-impeachment-ukraine-scandal-biden-probe/,2020-09-26 00:00:00,2020-10-03 00:00:00,863,RV,3.5,51.0,44.0
National,Rasmussen Reports,http://www.rasmussenreports.com/public_content/politics/elections/election_2020/trump_47_biden_43,2020-09-23 00:00:00,2020-09-24 00:00:00,1000,LV,3.0,43.0,47.0
National,Emerson,https://emersonpolling.reportablenews.com/pr/september-national-poll-warren-surges-biden-slips-and-sanders-holds-creating-three-way-dead-heat-for-the-nomination,2020-09-21 00:00:00,2020-09-23 00:00:00,1019,RV,3.0,50.0,49.0
National,FOX News,https://www.foxnews.com/politics/fox-news-poll-september-15-17-2019,2020-09-15 00:00:00,2020-09-17 00:00:00,1008,RV,3.0,52.0,38.0
National,SurveyUSA,http://www.surveyusa.com/client/PollReport.aspx?g=6189a2c3-4801-46e4-898a-f512d9ed5d17,2020-09-13 00:00:00,2020-09-16 00:00:00,4520,RV,1.6,49.0,41.0
National,ABC News/Wash Post,https://www.washingtonpost.com/context/sept-2-5-2019-washington-post-abc-news-poll/d4e18b36-79bf-492d-91e3-d1c7a49d37e2/,2020-09-02 00:00:00,2020-09-05 00:00:00,877,RV,4.0,55.0,40.0
National,IBD/TIPP,https://www.investors.com/news/elizabeth-warren-joe-biden-sanders-democratic-race-biden-vs-trump/,2020-08-22 00:00:00,2020-08-30 00:00:00,848,RV,3.5,54.0,42.0
National,Emerson,https://emersonpolling.reportablenews.com/pr/august-national-poll-sanders-closing-gap-with-biden-mayor-pete-fades,2020-08-24 00:00:00,2020-08-26 00:00:00,1458,RV,2.5,54.0,46.0
National,Quinnipiac,https://poll.qu.edu/national/release-detail?ReleaseID=3638,2020-08-21 00:00:00,2020-08-26 00:00:00,1422,RV,4.6,54.0,38.0
National,FOX News,https://www.foxnews.com/politics/fox-news-poll-8-15,2020-08-11 00:00:00,2020-08-13 00:00:00,1013,RV,3.0,50.0,38.0
National,SurveyUSA,http://www.surveyusa.com/client/PollReport.aspx?g=e05bf5ae-982d-4f96-b0ae-671cdfe56aab,2020-08-01 00:00:00,2020-08-05 00:00:00,5459,RV,1.6,50.0,42.0
National,IBD/TIPP,https://www.investors.com/politics/joe-biden-has-big-lead-president-trump-job-approval-slides-ibd-tipp-poll/,2020-07-25 00:00:00,2020-08-01 00:00:00,856,RV,3.5,54.0,41.0
National,Emerson,https://emersonpolling.reportablenews.com/pr/july-national-poll-biden-extends-support-while-bernie-bounces-back,2020-07-27 00:00:00,2020-07-29 00:00:00,1233,RV,2.7,51.0,49.0
National,FOX News,https://www.foxnews.com/politics/fox-news-poll-biden-holds-commanding-lead-for-democratic-nomination,2020-07-21 00:00:00,2020-07-23 00:00:00,1004,RV,3.0,49.0,39.0
National,NBC News/Wall St. Jrnl,https://www.documentcloud.org/documents/6192907-NBCWSJ-July-Poll.html,2020-07-07 00:00:00,2020-07-09 00:00:00,800,RV,3.5,51.0,42.0
National,Emerson,https://emersonpolling.reportablenews.com/pr/july-national-poll-biden-extends-lead-in-democratic-primary-trump-closes-the-gap-in-the-general-election,2020-07-06 00:00:00,2020-07-08 00:00:00,1100,RV,2.9,53.0,47.0
National,ABC News/Wash Post,https://www.washingtonpost.com/politics/aided-by-a-strong-economy-trump-approval-rises-but-a-majority-also-see-him-as-unpresidential/2019/07/04/c9c42c54-9d9f-11e9-b27f-ed2942f73d70_story.html,2020-06-28 00:00:00,2020-07-01 00:00:00,875,RV,4.0,53.0,43.0
National,Rasmussen Reports,http://www.rasmussenreports.com/public_content/politics/elections/election_2020/white_house_watch_jul05,2020-06-23 00:00:00,2020-07-02 00:00:00,4500,LV,1.5,48.0,44.0
National,Emerson,https://emersonpolling.reportablenews.com/pr/june-national-poll-all-eyes-on-the-democratic-debates-biden-sanders-and-warren-separate-from-the-field,2020-06-21 00:00:00,2020-06-24 00:00:00,1096,RV,2.9,55.0,45.0
National,FOX News,https://www.foxnews.com/politics/fox-news-poll-6-16,2020-06-09 00:00:00,2020-06-12 00:00:00,1001,RV,3.0,49.0,39.0
National,Quinnipiac,https://poll.qu.edu/national/release-detail?ReleaseID=2627,2020-06-06 00:00:00,2020-06-10 00:00:00,1214,RV,3.5,53.0,40.0
National,FOX News,https://www.foxnews.com/politics/fox-news-poll-biden-up-by-double-digits-in-democratic-race,2020-05-11 00:00:00,2020-05-14 00:00:00,1001,RV,3.0,49.0,38.0
National,Emerson,https://emersonpolling.reportablenews.com/pr/may-national-poll-biden-back-in-the-lead-for-the-democratic-nomination,2020-05-10 00:00:00,2020-05-13 00:00:00,1006,RV,3.0,54.0,46.0
National,CNN,https://cdn.cnn.com/cnn/2019/images/05/01/rel6d.-.trump.and.2020.pdf,2020-04-25 00:00:00,2020-04-29 00:00:00,470,RV,5.5,51.0,45.0
National,The Hill/HarrisX,https://thehill.com/hilltv/what-americas-thinking/440845-biden-leads-trump-by-6-points-in-first-post-announcement-poll,2020-04-25 00:00:00,2020-04-26 00:00:00,1000,RV,3.1,43.0,37.0
National,Politico/Morning Consult,https://morningconsult.com/wp-content/uploads/2019/04/190452_crosstabs_POLITICO_RVs_v1.pdf,2020-04-19 00:00:00,2020-04-21 00:00:00,1992,RV,2.0,42.0,34.0
National,Emerson,http://emersonpolling.com/2019/04/15/april-national-poll-bernie-takes-lead-for-democratic-nomination-mayor-pete-on-the-move/,2020-04-11 00:00:00,2020-04-14 00:00:00,914,RV,3.2,53.0,47.0
National,PPP (D),https://www.publicpolicypolling.com/wp-content/uploads/2019/04/PPP_Release_National_40119.pdf,2020-03-27 00:00:00,2020-03-28 00:00:00,846,RV,3.4,53.0,40.0
National,Rasmussen Reports,http://www.rasmussenreports.com/public_content/politics/elections/election_2020/white_house_watch_mar29,2020-03-17 00:00:00,2020-03-21 00:00:00,5000,LV,1.5,49.0,44.0
National,FOX News,https://www.foxnews.com/politics/fox-news-poll-biden-sanders-top-democratic-preference,2020-03-17 00:00:00,2020-03-20 00:00:00,1002,RV,3.0,47.0,40.0
National,Emerson,http://emersonpolling.com/2019/03/19/national-poll-sanders-tied-with-biden-beto-gets-post-announcement-bump/,2020-03-17 00:00:00,2020-03-18 00:00:00,1153,RV,2.8,55.0,45.0
National,Emerson,http://emersonpolling.com/2019/02/16/majority-of-americans-disagree-with-trumps-national-emergency-despite-a-plurality-agreeing-with-border-wall-extension/,2020-02-14 00:00:00,2020-02-16 00:00:00,1000,RV,3.3,55.0,45.0
National,PPP (D),https://www.publicpolicypolling.com/wp-content/uploads/2019/01/PPP_Release_National_12219.pdf,2020-01-19 00:00:00,2020-01-21 00:00:00,760,RV,3.6,53.0,41.0
National,PPP (D),https://www.publicpolicypolling.com/wp-content/uploads/2018/06/PPP_Release_National_61318.pdf,2020-06-08 00:00:00,2020-06-10 00:00:00,679,RV,3.8,53.0,39.0
National,PPP (D),https://www.publicpolicypolling.com/wp-content/uploads/2018/03/PPP_Release_National_32718.pdf,2020-03-23 00:00:00,2020-03-25 00:00:00,846,RV,3.4,56.0,39.0
National,PPP (D),https://www.publicpolicypolling.com/wp-content/uploads/2018/02/PPP_Release_National_21418.pdf,2020-02-09 00:00:00,2020-02-11 00:00:00,687,RV,3.7,51.0,42.0
National,CNN,http://cdn.cnn.com/cnn/2018/images/01/23/rel1e.-.2020.pdf,2020-01-14 00:00:00,2020-01-18 00:00:00,918,RV,3.8,57.0,40.0
National,PPP (D),https://www.publicpolicypolling.com/wp-content/uploads/2017/12/PPP_Release_National_121417.pdf,2020-12-11 00:00:00,2020-12-12 00:00:00,862,RV,3.3,54.0,40.0
National,PPP (D),https://www.publicpolicypolling.com/wp-content/uploads/2017/10/PPP_Release_National_103117.pdf,2020-10-27 00:00:00,2020-10-29 00:00:00,572,RV,4.1,56.0,38.0
National,Emerson,http://www.emerson.edu/sites/default/files/Files/Academics/ecp-10.16-national.press_.release.pdf,2020-10-12 00:00:00,2020-10-14 00:00:00,820,RV,3.4,51.0,42.0
National,PPP (D),http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_92817.pdf,2020-09-22 00:00:00,2020-09-25 00:00:00,865,RV,3.3,53.0,40.0
National,PPP (D),http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_82317.pdf,2020-08-18 00:00:00,2020-08-21 00:00:00,887,RV,3.3,51.0,39.0
National,PPP (D),http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_71817.pdf,2020-07-14 00:00:00,2020-07-17 00:00:00,836,RV,3.4,54.0,39.0
National,PPP (D),http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_61217.pdf,2020-06-09 00:00:00,2020-06-11 00:00:00,811,RV,3.4,54.0,41.0
National,PPP (D),http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_51617.pdf,2020-05-12 00:00:00,2020-05-14 00:00:00,692,RV,3.7,54.0,40.0
National,PPP (D),http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_42017.pdf,2020-04-17 00:00:00,2020-04-18 00:00:00,648,RV,3.9,54.0,40.0
National,PPP (D),http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_33017.pdf,2020-03-27 00:00:00,2020-03-28 00:00:00,677,RV,3.8,54.0,40.0
Kentucky,Quinnipiac,https://poll.qu.edu/kentucky/release-detail?ReleaseID=3673,2020-09-10 00:00:00,2020-09-14 00:00:00,1164,LV,2.9,38.0,58.0
Kentucky,Quinnipiac,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3670,2020-07-30 00:00:00,2020-08-03 00:00:00,909,RV,3.3,41.0,50.0
Kentucky,PPP (D),https://www.publicpolicypolling.com/wp-content/uploads/2020/05/KentuckyResultsMay2020.pdf,2020-05-14 00:00:00,2020-05-15 00:00:00,1104,RV,3.0,39.0,55.0
Ohio,NY Times/Siena*,https://int.nyt.com/data/documenttools/oh-nv-crosstabs/d91c22da8b8953eb/full.pdf,2020-10-02 00:00:00,2020-10-06 00:00:00,661,LV,4.3,45.0,44.0
Ohio,Trafalgar Group (R)*,https://www.thetrafalgargroup.org/news/oh-pres-1020/,2020-10-01 00:00:00,2020-10-03 00:00:00,1035,LV,3.0,44.0,48.0
Ohio,CBS News/YouGov,https://drive.google.com/file/d/1zlfkGVj_8gdcyNPvQ5hTCDtpZXkJDyxB/view,2020-09-30 00:00:00,2020-10-02 00:00:00,1114,LV,3.7,47.0,47.0
Ohio,FOX News,https://static.foxnews.com/foxnews.com/content/uploads/2020/09/Fox_September-20-23-2020_Complete_Ohio_Topline_September-24-Release.pdf,2020-09-20 00:00:00,2020-09-23 00:00:00,830,LV,3.0,50.0,45.0
Ohio,Quinnipiac,https://poll.qu.edu/images/polling/oh/oh09242020_bgfx53.pdf,2020-09-17 00:00:00,2020-09-21 00:00:00,1085,LV,3.0,48.0,47.0
Ohio,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/elections/election_2020/ohio_biden_49_trump_45,2020-09-01 00:00:00,2020-09-02 00:00:00,1000,LV,3.0,49.0,45.0
Ohio,CBS News/YouGov,https://drive.google.com/file/d/1Vbmv7EXnwqeubTuvBYNiBvq565sOxi_9/view,2020-07-21 00:00:00,2020-07-24 00:00:00,1211,LV,,45.0,46.0
Ohio,Rasmussen Reports,https://kittyhawk.amgreatness.com/app/uploads/2020/07/Toplines-American-Greatness-Ohio-July-15-16%5EJ-2020.pdf,2020-07-15 00:00:00,2020-07-16 00:00:00,750,LV,3.5,50.0,46.0
Ohio,Ohio Media Collaborative,https://www.toledoblade.com/local/politics/2020/08/03/2020-election-ohio-poll-trump-biden-voters-concerns/stories/20200728120,2020-06-24 00:00:00,2020-07-15 00:00:00,1037,RV,3.0,46.0,42.0
Ohio,Quinnipiac,https://poll.qu.edu/images/polling/oh/oh06242020_trends_okuy92.pdf,2020-06-18 00:00:00,2020-06-22 00:00:00,1139,RV,2.9,46.0,45.0
Ohio,FOX News,https://static.foxnews.com/foxnews.com/content/uploads/2020/06/Fox_May-30-June-2-2020_Complete_Ohio_Topline_June-3-Release.pdf,2020-05-30 00:00:00,2020-06-02 00:00:00,803,RV,3.5,45.0,43.0
Ohio,Emerson,https://emersonpolling.reportablenews.com/pr/ohio-texas-and-california-2020-trump-with-narrow-leads-in-ohio-and-texas-but-has-widespread-expectation-of-being-re-elected,2020-05-08 00:00:00,2020-05-10 00:00:00,725,RV,3.5,43.0,46.0
Ohio,NBC News/Marist,http://maristpoll.marist.edu/wp-content/uploads/2020/03/NBC-News_Marist-Poll_OH-NOS-and-Tables_2003150954.pdf,2020-03-10 00:00:00,2020-03-15 00:00:00,1710,RV,2.9,49.0,45.0
Ohio,Emerson,https://emersonpolling.reportablenews.com/pr/ohio-2020-statistical-dead-heat-with-biden-sanders-and-warren-in-democratic-primary,2020-09-29 00:00:00,2020-10-02 00:00:00,837,RV,3.2,53.0,47.0
Ohio,Quinnipiac,https://poll.qu.edu/images/polling/oh/oh07252019_omwb36.pdf/,2020-07-17 00:00:00,2020-07-22 00:00:00,1431,RV,3.2,50.0,42.0
Florida,Reuters/Ipsos,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_florida_state_poll_w2_10_07_2020.pdf,2020-09-29 00:00:00,2020-10-07 00:00:00,678,LV,4.3,49.0,45.0
Florida,CNBC/Change Research (D),https://www.cnbc.com/2020/10/06/2020-election-polls-biden-leads-trump-after-debate-coronavirus-diagnosis.html,2020-10-02 00:00:00,2020-10-04 00:00:00,,LV,,50.0,46.0
Florida,Quinnipiac,https://poll.qu.edu/florida/release-detail?ReleaseID=3678,2020-10-01 00:00:00,2020-10-05 00:00:00,1256,LV,2.8,51.0,40.0
Florida,USA Today/Suffolk*,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/other-states/2020/10_6_2020_marginals_pdftxt.pdf?la=en&hash=947AE66560F84E40184B280F9636A8B37F90CD3E,2020-10-01 00:00:00,2020-10-04 00:00:00,500,LV,4.4,45.0,45.0
Florida,UNF,https://www.unf.edu/uploadedFiles/aa/coas/porl/UNF%20PORL%20Statewide%20October%20Press%20Release.pdf,2020-10-01 00:00:00,2020-10-04 00:00:00,3134,LV,1.8,51.0,45.0
Florida,NY Times/Siena*,https://int.nyt.com/data/documenttools/flpa-0930-crosstabs/16c21b7ab34ed4d1/full.pdf,2020-09-30 00:00:00,2020-10-01 00:00:00,710,LV,4.2,47.0,42.0
Florida,Susquehanna,https://amgreatness.com/2020/09/28/new-poll-biden-leads-trump-in-tight-florida-race-trump-ahead-with-hispanics/,2020-09-23 00:00:00,2020-09-26 00:00:00,500,LV,4.3,46.0,43.0
Florida,St. Pete Polls,http://stpetepolls.org/files/StPetePolls_2020_State_President_September22_U5GDL.pdf,2020-09-21 00:00:00,2020-09-22 00:00:00,2906,LV,1.8,50.0,47.0
Florida,CNBC/Change Research (D),https://changeresearch.com/post/states-of-play-battleground-wave-14/,2020-09-18 00:00:00,2020-09-20 00:00:00,702,LV,,49.0,46.0
Florida,ABC News/Wash Post,https://www.langerresearch.com/wp-content/uploads/1216a22020StateBattlegrounds-FLAZ.pdf,2020-09-15 00:00:00,2020-09-20 00:00:00,613,LV,4.5,47.0,51.0
Florida,CBS News/YouGov,https://drive.google.com/file/d/12KO6RXYt9519HgwvDB9SRlS5tqZ9OG8S/view,2020-09-15 00:00:00,2020-09-18 00:00:00,1205,LV,,48.0,46.0
Florida,Reuters/Ipsos,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-09/topline_reuters_florida_state_poll_w1_09_23_2020.pdf,2020-09-11 00:00:00,2020-09-16 00:00:00,586,LV,4.6,47.0,47.0
Florida,Florida Atlantic University,https://business.fau.edu/news/economics/bepi/2020-09-15-trump-gains-on-biden-in-florida.php,2020-09-11 00:00:00,2020-09-12 00:00:00,631,RV,3.8,50.0,50.0
Florida,Monmouth*,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_FL_091520/,2020-09-10 00:00:00,2020-09-13 00:00:00,428,LV,4.7,50.0,45.0
Florida,St. Pete Polls,http://stpetepolls.org/files/StPetePolls_2020_State_President_September8_O3DH1.pdf,2020-09-07 00:00:00,2020-09-08 00:00:00,2689,LV,1.9,50.0,47.0
Florida,CNBC/Change Research (D),https://www.cnbc.com/2020/09/09/2020-election-polls-trump-leads-biden-in-az-fl-mi-nc-pa-and-wi.html,2020-09-04 00:00:00,2020-09-06 00:00:00,,LV,,49.0,46.0
Florida,NBC News/Marist,https://www.nbcnews.com/news/amp/ncna1239510,2020-08-31 00:00:00,2020-09-06 00:00:00,766,LV,4.5,48.0,48.0
Florida,Trafalgar Group (R)*,https://drive.google.com/file/d/1sO8P6BXoAAgz-FIHh44bxwVg_8rP43AQ/view,2020-09-01 00:00:00,2020-09-03 00:00:00,1022,LV,3.0,46.0,49.0
Florida,Quinnipiac,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3672,2020-08-28 00:00:00,2020-09-01 00:00:00,1235,LV,2.8,48.0,45.0
Florida,CNBC/Change Research (D),https://changeresearch.com/wp-content/uploads/2020/08/CNBC-CR_Battleground-Toplines_Wave-12_August-21-23-Wave-12_-8_21-8_23.pdf,2020-08-21 00:00:00,2020-08-23 00:00:00,1262,LV,,49.0,46.0
Florida,PPP (D),https://www.publicpolicypolling.com/wp-content/uploads/2020/08/FloridaAugust2020Results.pdf,2020-08-21 00:00:00,2020-08-22 00:00:00,671,RV,3.8,48.0,44.0
Florida,CNBC/Change Research (D),https://9b1b5e59-cb8d-4d7b-8493-111f8aa90329.usrfiles.com/ugd/9b1b5e_41d9f1b0245c4c138aa26d496625d005.pdf,2020-08-07 00:00:00,2020-08-09 00:00:00,469,LV,,50.0,44.0
Florida,CNBC/Change Research (D),https://www.changeresearch.com/post/states-of-play-battleground-wave-10,2020-07-24 00:00:00,2020-07-26 00:00:00,685,LV,,48.0,45.0
Florida,Mason-Dixon,https://mason-dixon.com/2020-state-polling-1,2020-07-20 00:00:00,2020-07-23 00:00:00,625,RV,4.0,50.0,46.0
Florida,CNN,https://cdn.cnn.com/cnn/2020/images/07/26/rel1_fl.pdf,2020-07-18 00:00:00,2020-07-24 00:00:00,880,RV,3.8,51.0,46.0
Florida,Quinnipiac,https://poll.qu.edu/images/polling/fl/fl07232020_fwhb62.pdf,2020-07-16 00:00:00,2020-07-20 00:00:00,924,RV,3.2,51.0,38.0
Florida,St. Pete Polls*,https://floridapolitics.com/archives/351214-poll-joe-biden-leads-in-florida-with-more-than-50-of-the-vote,2020-07-13 00:00:00,2020-07-14 00:00:00,3018,LV,1.8,50.0,44.0
Florida,Gravis,https://www.scribd.com/document/469124461/Florida-July-13-2020,2020-07-13 00:00:00,2020-07-13 00:00:00,529,RV,4.3,53.0,43.0
Florida,CNBC/Change Research (D),https://www.changeresearch.com/post/states-of-play-battleground-wave-9,2020-07-10 00:00:00,2020-07-12 00:00:00,1128,LV,,50.0,43.0
Florida,CBS News/YouGov,https://drive.google.com/file/d/1-C5RyFI1LE1weFlOqBTBW9IM-7poynst/view,2020-07-07 00:00:00,2020-07-10 00:00:00,1299,RV,3.5,48.0,42.0
